date,close
2023-10-12,386.9833
2023-10-13,390.6007
2023-10-16,379.8032
2023-10-17,379.6912
2023-10-18,375.4226
2023-10-19,369.2749
2023-10-20,364.9468
2023-10-23,363.3989
2023-10-24,368.181
2023-10-25,361.6123
2023-10-26,361.9034
2023-10-27,359.6199
2023-10-30,358.1266
2023-10-31,363.2763
2023-11-01,366.1347
2023-11-02,373.126
2023-11-03,372.4695
2023-11-06,369.0346
2023-11-07,368.0313
2023-11-08,369.4107
2023-11-09,370.4566
2023-11-10,365.0696
2023-11-13,365.6667
2023-11-14,366.9646
2023-11-15,380.1381
2023-11-16,390.3038
2023-11-17,385.8623
2023-11-20,384.4747
2023-11-21,376.8988
2023-11-22,373.9681
2023-11-23,375.7502
2023-11-24,382.2276
2023-11-27,378.5288
2023-11-28,375.2554
2023-11-29,364.3913
2023-11-30,363.709
2023-12-01,358.5294
2023-12-04,356.0437
2023-12-05,351.8769
2023-12-06,351.5512
2023-12-07,343.2214
2023-12-08,336.4415
2023-12-11,346.6492
2023-12-12,340.6486
2023-12-13,335.6374
2023-12-14,344.4224
2023-12-15,358.7083
2023-12-18,353.0654
2023-12-19,351.4017
2023-12-20,353.2032
2023-12-21,361.9048
2023-12-22,357.1247
2023-12-25,356.0481
2023-12-26,360.0413
2023-12-27,362.355
2023-12-28,360.608
2023-12-29,360.0767
2024-01-01,353.415
2024-01-02,352.3843
2024-01-03,351.2192
2024-01-04,352.4851
2024-01-05,349.9157
2024-01-08,352.3438
2024-01-09,357.4597
2024-01-10,358.3667
2024-01-11,360.2549
2024-01-12,360.6575
2024-01-15,360.795
2024-01-16,357.3409
2024-01-17,359.0482
2024-01-18,358.7008
2024-01-19,369.399
2024-01-22,377.6856
2024-01-23,379.855
2024-01-24,376.0021
2024-01-25,370.3907
2024-01-26,376.6989
2024-01-29,378.2168
2024-01-30,380.8867
2024-01-31,371.9296
2024-02-01,376.8841
2024-02-02,379.4093
2024-02-05,373.7573
2024-02-06,371.464
2024-02-07,372.9659
2024-02-08,373.3791
2024-02-09,372.0117
2024-02-12,371.6198
2024-02-13,370.4651
2024-02-14,371.3904
2024-02-15,379.186
2024-02-16,366.0744
2024-02-19,365.0135
2024-02-20,366.0466
2024-02-21,367.691
2024-02-22,365.9398
2024-02-23,357.274
2024-02-26,359.0382
2024-02-27,367.8767
2024-02-28,360.2761
2024-02-29,364.7537
2024-03-01,363.2348
2024-03-04,363.0643
2024-03-05,357.941
2024-03-06,356.4212
2024-03-07,363.039
2024-03-08,366.1215
2024-03-11,375.1602
2024-03-12,381.477
2024-03-13,383.9514
2024-03-14,393.4936
2024-03-15,396.0454
2024-03-18,400.7684
2024-03-19,399.2764
2024-03-20,399.7967
2024-03-21,396.1017
2024-03-22,401.7241
2024-03-25,395.3676
2024-03-26,399.8296
2024-03-27,398.9262
2024-03-28,405.6086
2024-03-29,410.0072
2024-04-01,420.6439
2024-04-02,425.0873
2024-04-03,416.0844
2024-04-04,415.8566
2024-04-05,409.3122
2024-04-08,406.5373
2024-04-09,415.2993
2024-04-10,419.1442
2024-04-11,415.2617
2024-04-12,409.6242
2024-04-15,409.9662
2024-04-16,403.2654
2024-04-17,399.6839
2024-04-18,401.5685
2024-04-19,408.205
2024-04-22,411.82
2024-04-23,399.1
2024-04-24,400.9394
2024-04-25,401.4925
2024-04-26,403.9556
2024-04-29,413.2628
2024-04-30,401.7661
2024-05-01,398.6398
2024-05-02,402.0706
2024-05-03,393.5031
2024-05-06,401.7877
2024-05-07,403.9976
2024-05-08,408.9209
2024-05-09,405.8523
2024-05-10,410.6114
2024-05-13,416.8952
2024-05-14,418.4019
2024-05-15,419.9229
2024-05-16,421.6594
2024-05-17,416.8028
2024-05-20,416.1097
2024-05-21,415.3889
2024-05-22,417.7607
2024-05-23,423.7506
2024-05-24,417.7384
2024-05-27,417.1739
2024-05-28,425.9893
2024-05-29,421.7823
2024-05-30,417.1618
2024-05-31,418.4921
2024-06-03,423.5791
2024-06-04,423.8072
2024-06-05,431.8492
2024-06-06,437.1738
2024-06-07,442.4721
2024-06-10,446.0526
2024-06-11,460.8513
2024-06-12,459.7175
2024-06-13,447.2985
2024-06-14,457.5285
2024-06-17,454.8084
2024-06-18,455.6621
2024-06-19,464.1837
2024-06-20,454.1626
2024-06-21,446.5222
2024-06-24,436.8884
2024-06-25,432.2708
2024-06-26,435.0779
2024-06-27,438.4167
2024-06-28,440.2659
2024-07-01,431.8939
2024-07-02,418.4448
2024-07-03,418.9194
2024-07-04,416.3476
2024-07-05,419.166
2024-07-08,423.4246
2024-07-09,424.3979
2024-07-10,429.0554
2024-07-11,430.5841
2024-07-12,433.9238
2024-07-15,429.8701
2024-07-16,428.9645
2024-07-17,430.2995
2024-07-18,435.386
2024-07-19,433.1813
2024-07-22,436.4873
2024-07-23,435.0475
2024-07-24,434.5046
2024-07-25,439.6956
2024-07-26,427.8795
2024-07-29,420.42
2024-07-30,412.0288
2024-07-31,399.0683
2024-08-01,395.485
2024-08-02,399.7659
2024-08-05,398.3421
2024-08-06,399.5874
2024-08-07,405.8192
2024-08-08,413.5126
2024-08-09,413.2737
2024-08-12,421.2595
2024-08-13,421.9581
2024-08-14,417.2481
2024-08-15,413.9824
2024-08-16,405.7289
2024-08-19,400.9181
2024-08-20,399.0855
2024-08-21,403.7082
2024-08-22,413.6086
2024-08-23,405.9155
2024-08-26,408.2866
2024-08-27,402.5941
2024-08-28,405.4055
2024-08-29,404.8235
2024-08-30,394.8308
2024-09-02,400.0952
2024-09-03,396.9055
2024-09-04,394.1294
2024-09-05,388.477
2024-09-06,385.1168
2024-09-09,387.5546
2024-09-10,386.6865
2024-09-11,388.5995
2024-09-12,390.702
2024-09-13,398.0701
2024-09-16,396.3341
2024-09-17,388.4523
2024-09-18,394.3902
2024-09-19,392.7318
2024-09-20,398.997
2024-09-23,401.2751
2024-09-24,400.6988
2024-09-25,402.7934
2024-09-26,413.9903
2024-09-27,426.2418
2024-09-30,426.8141
2024-10-01,427.9253
2024-10-02,434.521
2024-10-03,429.6215
2024-10-04,431.7733
2024-10-07,431.7827
2024-10-08,433.8301
2024-10-09,429.0115
2024-10-10,419.8235
2024-10-11,408.0892
2024-10-14,401.9712
2024-10-15,399.576
2024-10-16,398.107
2024-10-17,409.0955
2024-10-18,415.5722
2024-10-21,410.2239
2024-10-22,412.3622
2024-10-23,410.1983
2024-10-24,408.7403
2024-10-25,409.9472
2024-10-28,413.6373
2024-10-29,411.8536
2024-10-30,418.1297
2024-10-31,411.7211
2024-11-01,411.9138
2024-11-04,427.1754
2024-11-05,428.661
2024-11-06,437.4267
2024-11-07,438.1484
2024-11-08,441.8571
2024-11-11,441.6774
2024-11-12,440.8031
2024-11-13,436.2327
2024-11-14,439.0088
2024-11-15,434.0234
2024-11-18,438.2119
2024-11-19,445.0219
2024-11-20,447.4583
2024-11-21,445.8562
2024-11-22,448.8407
2024-11-25,447.0947
2024-11-26,453.1014
2024-11-27,441.914
2024-11-28,440.0306
2024-11-29,428.2188
2024-12-02,419.5971
2024-12-03,427.7661
2024-12-04,433.2707
2024-12-05,429.1351
2024-12-06,420.4515
